"비경취업희망여부","비경취업가능성여부","기타활동사항_4주내비구직사유코드","기타활동사항_지난1년내구직활동유무","조사년월","연령5세단위코드","가중값","경제활동상태코드"
1,1,01,1,202101,01,0001224011,3
1,1,01,1,202101,02,0000448895,3
1,1,01,1,202101,02,0000508058,3
1,1,01,1,202101,02,0000520982,3
1,1,01,1,202101,02,0000541328,3
1,1,01,1,202101,02,0000590015,3
1,1,01,1,202101,02,0000632753,3
1,1,01,1,202101,02,0000727021,3
1,1,01,1,202101,02,0001164414,3
1,1,01,1,202101,02,0001208705,3
1,1,01,1,202101,02,0001293827,3
1,1,01,1,202101,02,0001293827,3
1,1,01,1,202101,02,0001555115,3
1,1,01,1,202101,02,0001555115,3
1,1,01,1,202101,02,0001555115,3
1,1,01,1,202101,02,0001555115,3
1,1,01,1,202101,02,0001801422,3
1,1,01,1,202101,03,0000410862,3
1,1,01,1,202101,03,0000432673,3
1,1,01,1,202101,03,0000432673,3
1,1,01,1,202101,03,0000436233,3
1,1,01,1,202101,03,0000436233,3
1,1,01,1,202101,03,0000476369,3
1,1,01,1,202101,03,0000513079,3
1,1,01,1,202101,03,0000598147,3
1,1,01,1,202101,03,0000619782,3
1,1,01,1,202101,03,0000619782,3
1,1,01,1,202101,03,0000677852,3
1,1,01,1,202101,03,0000677852,3
1,1,01,1,202101,03,0000693760,3
1,1,01,1,202101,03,0000720130,3
1,1,01,1,202101,03,0000722685,3
1,1,01,1,202101,03,0000764757,3
1,1,01,1,202101,03,0000764757,3
1,1,01,1,202101,03,0000818291,3
1,1,01,1,202101,03,0000851257,3
1,1,01,1,202101,03,0000915849,3
1,1,01,1,202101,03,0000915849,3
1,1,01,1,202101,03,0000915849,3
1,1,01,1,202101,03,0001277192,3
1,1,01,1,202101,03,0001447758,3
1,1,01,1,202101,03,0001464028,3
1,1,01,1,202101,03,0001629841,3
1,1,01,1,202101,03,0001772667,3
1,1,01,1,202101,03,0001803261,3
1,1,01,1,202101,03,0001803261,3
1,1,01,1,202101,03,0002087204,3
1,1,01,1,202101,04,0000558889,3
1,1,01,1,202101,04,0000602684,3
1,1,01,1,202101,04,0000673870,3
1,1,01,1,202101,04,0000673870,3
1,1,01,1,202101,04,0000752724,3
1,1,01,1,202101,04,0000779471,3
1,1,01,1,202101,04,0000845346,3
1,1,01,1,202101,04,0001498186,3
1,1,01,1,202101,04,0001498186,3
1,1,01,1,202101,04,0001502985,3
1,1,01,1,202101,04,0001502985,3
1,1,01,1,202101,04,0001657590,3
1,1,01,1,202101,05,0000094724,3
1,1,01,1,202101,05,0000561859,3
1,1,01,1,202101,05,0000632859,3
1,1,01,1,202101,05,0000794551,3
1,1,01,1,202101,05,0001399611,3
1,1,01,1,202101,05,0001412891,3
1,1,01,1,202101,05,0001412891,3
1,1,01,1,202101,05,0001806598,3
1,1,01,1,202101,06,0000655997,3
1,1,01,1,202101,06,0000737083,3
1,1,01,1,202101,06,0000855539,3
1,1,01,1,202101,06,0001055273,3
1,1,01,1,202101,06,0001618813,3
1,1,01,1,202101,07,0000753090,3
1,1,01,1,202101,07,0000792901,3
1,1,01,1,202101,07,0000837484,3
1,1,01,1,202101,07,0001185670,3
1,1,01,1,202101,07,0001226666,3
1,1,01,1,202101,07,0001565825,3
1,1,01,1,202101,08,0000736731,3
1,1,01,1,202101,08,0000807427,3
1,1,01,1,202101,08,0001379429,3
1,1,01,1,202101,08,0001552717,3
1,1,01,1,202101,09,0000399631,3
1,1,01,1,202101,09,0000428565,3
1,1,01,1,202101,09,0000798022,3
1,1,01,1,202101,09,0001458716,3
1,1,01,1,202101,09,0001510624,3
1,1,01,1,202101,10,0000513525,3
1,1,01,1,202101,10,0000815338,3
1,1,01,1,202101,11,0000359767,3
1,1,01,1,202101,11,0000453786,3
1,1,01,1,202101,11,0000472116,3
1,1,01,1,202101,11,0000642382,3
1,1,01,1,202101,11,0001032885,3
1,1,01,1,202101,11,0001065970,3
1,1,01,1,202101,11,0001220865,3
1,1,01,1,202102,01,0000432488,3
1,1,01,1,202102,01,0001223709,3
1,1,01,1,202102,02,0000329199,3
1,1,01,1,202102,02,0000329199,3
1,1,01,1,202102,02,0000478554,3
1,1,01,1,202102,02,0000546068,3
1,1,01,1,202102,02,0000548224,3
1,1,01,1,202102,02,0000581852,3
1,1,01,1,202102,02,0000654182,3
1,1,01,1,202102,02,0000671454,3
1,1,01,1,202102,02,0000671454,3
1,1,01,1,202102,02,0000682854,3
1,1,01,1,202102,02,0001103930,3
1,1,01,1,202102,02,0001269546,3
1,1,01,1,202102,02,0001271711,3
1,1,01,1,202102,02,0001572841,3
1,1,01,1,202102,02,0001572841,3
1,1,01,1,202102,02,0001572841,3
1,1,01,1,202102,02,0001572841,3
1,1,01,1,202102,03,0000422098,3
1,1,01,1,202102,03,0000422098,3
1,1,01,1,202102,03,0000441274,3
1,1,01,1,202102,03,0000500170,3
1,1,01,1,202102,03,0000570257,3
1,1,01,1,202102,03,0000570257,3
1,1,01,1,202102,03,0000634672,3
1,1,01,1,202102,03,0000703369,3
1,1,01,1,202102,03,0000703369,3
1,1,01,1,202102,03,0000743976,3
1,1,01,1,202102,03,0000751375,3
1,1,01,1,202102,03,0000753324,3
1,1,01,1,202102,03,0000765752,3
1,1,01,1,202102,03,0000765752,3
1,1,01,1,202102,03,0000812443,3
1,1,01,1,202102,03,0000812930,3
1,1,01,1,202102,03,0000864100,3
1,1,01,1,202102,03,0000898731,3
1,1,01,1,202102,03,0001468909,3
1,1,01,1,202102,03,0001468909,3
1,1,01,1,202102,03,0001597850,3
1,1,01,1,202102,03,0001597850,3
1,1,01,1,202102,03,0001723091,3
1,1,01,1,202102,03,0001896081,3
1,1,01,1,202102,03,0001896081,3
1,1,01,1,202102,03,0001901123,3
1,1,01,1,202102,03,0001918336,3
1,1,01,1,202102,04,0000548184,3
1,1,01,1,202102,04,0000552859,3
1,1,01,1,202102,04,0000727633,3
1,1,01,1,202102,04,0000742835,3
1,1,01,1,202102,04,0000742835,3
1,1,01,1,202102,04,0000770436,3
1,1,01,1,202102,04,0000805850,3
1,1,01,1,202102,04,0001492925,3
1,1,01,1,202102,04,0001492925,3
1,1,01,1,202102,04,0001530246,3
1,1,01,1,202102,04,0001530246,3
1,1,01,1,202102,04,0001654122,3
1,1,01,1,202102,05,0000111625,3
1,1,01,1,202102,05,0000577191,3
1,1,01,1,202102,05,0000606383,3
1,1,01,1,202102,05,0000785288,3
1,1,01,1,202102,05,0001290895,3
1,1,01,1,202102,05,0001382551,3
1,1,01,1,202102,05,0001382551,3
1,1,01,1,202102,05,0001634395,3
1,1,01,1,202102,05,0001749102,3
1,1,01,1,202102,05,0001749102,3
1,1,01,1,202102,06,0000638224,3
1,1,01,1,202102,06,0001052526,3
1,1,01,1,202102,07,0000515436,3
1,1,01,1,202102,07,0000773434,3
1,1,01,1,202102,07,0000780656,3
1,1,01,1,202102,07,0000870118,3
1,1,01,1,202102,07,0001202149,3
1,1,01,1,202102,07,0001265471,3
1,1,01,1,202102,07,0001590615,3
1,1,01,1,202102,08,0001323586,3
1,1,01,1,202102,09,0000422743,3
1,1,01,1,202102,09,0000494779,3
1,1,01,1,202102,09,0000816419,3
1,1,01,1,202102,09,0001467830,3
1,1,01,1,202102,09,0001536577,3
1,1,01,1,202102,10,0000861440,3
1,1,01,1,202102,10,0001193798,3
1,1,01,1,202102,11,0000482982,3
1,1,01,1,202102,11,0000626098,3
1,1,01,1,202102,11,0001201583,3
1,1,01,1,202103,01,0001193625,3
1,1,01,1,202103,02,0000346109,3
1,1,01,1,202103,02,0000482694,3
1,1,01,1,202103,02,0000482694,3
1,1,01,1,202103,02,0000512710,3
1,1,01,1,202103,02,0000550872,3
1,1,01,1,202103,02,0000581776,3
1,1,01,1,202103,02,0000679055,3
1,1,01,1,202103,02,0000681457,3
1,1,01,1,202103,02,0000681457,3
1,1,01,1,202103,02,0001336325,3
1,1,01,1,202103,02,0001652344,3
1,1,01,1,202103,02,0001652344,3
1,1,01,1,202103,02,0001652344,3
1,1,01,1,202103,02,0001652344,3
1,1,01,1,202103,03,0000418808,3
1,1,01,1,202103,03,0000418808,3
1,1,01,1,202103,03,0000490918,3
1,1,01,1,202103,03,0000572850,3
1,1,01,1,202103,03,0000580883,3
1,1,01,1,202103,03,0000649584,3
1,1,01,1,202103,03,0000649584,3
1,1,01,1,202103,03,0000749850,3
1,1,01,1,202103,03,0000758034,3
1,1,01,1,202103,03,0000758034,3
1,1,01,1,202103,03,0000758034,3
1,1,01,1,202103,03,0000758034,3
1,1,01,1,202103,03,0000772844,3
1,1,01,1,202103,03,0000827934,3
1,1,01,1,202103,03,0000868485,3
1,1,01,1,202103,03,0001468532,3
1,1,01,1,202103,03,0001468532,3
1,1,01,1,202103,03,0001630339,3
1,1,01,1,202103,03,0001630339,3
1,1,01,1,202103,03,0001729485,3
1,1,01,1,202103,03,0001893396,3
1,1,01,1,202103,04,0000531227,3
1,1,01,1,202103,04,0000553945,3
1,1,01,1,202103,04,0000664613,3
1,1,01,1,202103,04,0000863422,3
1,1,01,1,202103,04,0000863422,3
1,1,01,1,202103,04,0001454255,3
1,1,01,1,202103,04,0001454255,3
1,1,01,1,202103,04,0001537929,3
1,1,01,1,202103,04,0001683384,3
1,1,01,1,202103,04,0001713748,3
1,1,01,1,202103,05,0000105498,3
1,1,01,1,202103,05,0000425910,3
1,1,01,1,202103,05,0000606880,3
1,1,01,1,202103,05,0000748991,3
1,1,01,1,202103,05,0001557670,3
1,1,01,1,202103,05,0001757997,3
1,1,01,1,202103,05,0001757997,3
1,1,01,1,202103,06,0000589871,3
1,1,01,1,202103,06,0001017341,3
1,1,01,1,202103,07,0000097423,3
1,1,01,1,202103,07,0000701308,3
1,1,01,1,202103,07,0000773373,3
1,1,01,1,202103,07,0000836579,3
1,1,01,1,202103,08,0001329855,3
1,1,01,1,202103,09,0000390430,3
1,1,01,1,202103,09,0000503259,3
1,1,01,1,202103,09,0000789261,3
1,1,01,1,202103,09,0001061940,3
1,1,01,1,202103,09,0001462228,3
1,1,01,1,202103,09,0001484431,3
1,1,01,1,202103,10,0000712644,3
1,1,01,1,202103,10,0000866714,3
1,1,01,1,202103,10,0001167514,3
1,1,01,1,202103,11,0000471848,3
1,1,01,1,202103,11,0000610713,3
1,1,01,1,202103,11,0001238018,3
1,1,01,1,202104,02,0000346987,3
1,1,01,1,202104,02,0000479768,3
1,1,01,1,202104,02,0000479768,3
1,1,01,1,202104,02,0000543582,3
1,1,01,1,202104,02,0000557764,3
1,1,01,1,202104,02,0000573833,3
1,1,01,1,202104,02,0000714679,3
1,1,01,1,202104,02,0000714679,3
1,1,01,1,202104,02,0001258847,3
1,1,01,1,202104,02,0001275956,3
1,1,01,1,202104,02,0001705326,3
1,1,01,1,202104,02,0001705326,3
1,1,01,1,202104,02,0001705326,3
1,1,01,1,202104,02,0001705326,3
1,1,01,1,202104,03,0000451762,3
1,1,01,1,202104,03,0000451762,3
1,1,01,1,202104,03,0000503431,3
1,1,01,1,202104,03,0000571775,3
1,1,01,1,202104,03,0000581406,3
1,1,01,1,202104,03,0000652065,3
1,1,01,1,202104,03,0000652065,3
1,1,01,1,202104,03,0000739262,3
1,1,01,1,202104,03,0000739262,3
1,1,01,1,202104,03,0000767756,3
1,1,01,1,202104,03,0000767756,3
1,1,01,1,202104,03,0000767756,3
1,1,01,1,202104,03,0000793195,3
1,1,01,1,202104,03,0000793195,3
1,1,01,1,202104,03,0000909631,3
1,1,01,1,202104,03,0001433382,3
1,1,01,1,202104,03,0001447258,3
1,1,01,1,202104,03,0001447258,3
1,1,01,1,202104,03,0001651728,3
1,1,01,1,202104,03,0001651728,3
1,1,01,1,202104,03,0001874846,3
1,1,01,1,202104,04,0000541185,3
1,1,01,1,202104,04,0000619957,3
1,1,01,1,202104,04,0000660154,3
1,1,01,1,202104,04,0000865157,3
1,1,01,1,202104,04,0000865157,3
1,1,01,1,202104,04,0001490790,3
1,1,01,1,202104,04,0001490790,3
1,1,01,1,202104,04,0001545674,3
1,1,01,1,202104,04,0001687725,3
1,1,01,1,202104,04,0001727775,3
1,1,01,1,202104,04,0001804664,3
1,1,01,1,202104,05,0000099665,3
1,1,01,1,202104,05,0000104453,3
1,1,01,1,202104,05,0000444002,3
1,1,01,1,202104,05,0000572009,3
1,1,01,1,202104,05,0000784051,3
1,1,01,1,202104,05,0001070872,3
1,1,01,1,202104,05,0001589006,3
1,1,01,1,202104,05,0001807645,3
1,1,01,1,202104,06,0000584206,3
1,1,01,1,202104,06,0000584206,3
1,1,01,1,202104,06,0001018877,3
1,1,01,1,202104,07,0000096766,3
1,1,01,1,202104,07,0000690193,3
1,1,01,1,202104,07,0000701764,3
1,1,01,1,202104,07,0000780274,3
1,1,01,1,202104,07,0000834136,3
1,1,01,1,202104,07,0000834136,3
1,1,01,1,202104,07,0001545425,3
1,1,01,1,202104,08,0001410126,3
1,1,01,1,202104,09,0000522530,3
1,1,01,1,202104,09,0001128946,3
1,1,01,1,202104,09,0001525105,3
1,1,01,1,202104,10,0000357632,3
1,1,01,1,202104,10,0000507596,3
1,1,01,1,202104,10,0000725916,3
1,1,01,1,202104,10,0000826094,3
1,1,01,1,202104,10,0001219156,3
1,1,01,1,202104,11,0000473651,3
1,1,01,1,202104,11,0001236530,3
1,1,01,1,202105,02,0000479143,3
1,1,01,1,202105,02,0000514702,3
1,1,01,1,202105,02,0000564962,3
1,1,01,1,202105,02,0000564962,3
1,1,01,1,202105,02,0000573184,3
1,1,01,1,202105,02,0000573184,3
1,1,01,1,202105,02,0000573753,3
1,1,01,1,202105,02,0000708250,3
1,1,01,1,202105,02,0000872727,3
1,1,01,1,202105,02,0001239112,3
1,1,01,1,202105,02,0001761577,3
1,1,01,1,202105,02,0001761577,3
1,1,01,1,202105,02,0001761577,3
1,1,01,1,202105,03,0000325620,3
1,1,01,1,202105,03,0000461068,3
1,1,01,1,202105,03,0000461068,3
1,1,01,1,202105,03,0000461068,3
1,1,01,1,202105,03,0000516757,3
1,1,01,1,202105,03,0000539634,3
1,1,01,1,202105,03,0000558560,3
1,1,01,1,202105,03,0000590143,3
1,1,01,1,202105,03,0000629375,3
1,1,01,1,202105,03,0000749156,3
1,1,01,1,202105,03,0000749156,3
1,1,01,1,202105,03,0000758359,3
1,1,01,1,202105,03,0000758359,3
1,1,01,1,202105,03,0000760031,3
1,1,01,1,202105,03,0000977336,3
1,1,01,1,202105,03,0001474303,3
1,1,01,1,202105,03,0001505867,3
1,1,01,1,202105,03,0001505867,3
1,1,01,1,202105,03,0001738724,3
1,1,01,1,202105,03,0001819061,3
1,1,01,1,202105,03,0001819061,3
1,1,01,1,202105,04,0000339496,3
1,1,01,1,202105,04,0000535595,3
1,1,01,1,202105,04,0000630910,3
1,1,01,1,202105,04,0000802727,3
1,1,01,1,202105,04,0001079460,3
1,1,01,1,202105,04,0001690539,3
1,1,01,1,202105,04,0001730453,3
1,1,01,1,202105,04,0001958541,3
1,1,01,1,202105,05,0000113750,3
1,1,01,1,202105,05,0000456319,3
1,1,01,1,202105,05,0000601417,3
1,1,01,1,202105,05,0000810353,3
1,1,01,1,202105,05,0001452870,3
1,1,01,1,202105,05,0001824419,3
1,1,01,1,202105,06,0000586223,3
1,1,01,1,202105,06,0000758572,3
1,1,01,1,202105,06,0001263616,3
1,1,01,1,202105,07,0000103346,3
1,1,01,1,202105,07,0000732278,3
1,1,01,1,202105,07,0000777701,3
1,1,01,1,202105,07,0000862516,3
1,1,01,1,202105,07,0001556425,3
1,1,01,1,202105,08,0000526978,3
1,1,01,1,202105,09,0001141846,3
1,1,01,1,202105,09,0001361008,3
1,1,01,1,202105,09,0001361008,3
1,1,01,1,202105,09,0001562544,3
1,1,01,1,202105,10,0000349514,3
1,1,01,1,202105,10,0000705987,3
1,1,01,1,202105,10,0000831092,3
1,1,01,1,202105,10,0001250265,3
1,1,01,1,202105,10,0001250764,3
1,1,01,1,202105,11,0000266165,3
1,1,01,1,202105,11,0000313825,3
1,1,01,1,202105,11,0000419897,3
1,1,01,1,202105,11,0000475446,3
1,1,01,1,202105,11,0001184614,3
1,1,01,1,202105,11,0001235079,3
1,1,01,1,202106,02,0000548315,3
1,1,01,1,202106,02,0000548315,3
1,1,01,1,202106,02,0000548315,3
1,1,01,1,202106,02,0000561472,3
1,1,01,1,202106,02,0000573674,3
1,1,01,1,202106,02,0000685182,3
1,1,01,1,202106,02,0000825192,3
1,1,01,1,202106,02,0000999200,3
1,1,01,1,202106,02,0001346448,3
1,1,01,1,202106,02,0001417102,3
1,1,01,1,202106,02,0001417102,3
1,1,01,1,202106,02,0001721167,3
1,1,01,1,202106,02,0001721167,3
1,1,01,1,202106,02,0001721167,3
1,1,01,1,202106,03,0000305751,3
1,1,01,1,202106,03,0000456979,3
1,1,01,1,202106,03,0000456979,3
1,1,01,1,202106,03,0000537781,3
1,1,01,1,202106,03,0000549101,3
1,1,01,1,202106,03,0000566853,3
1,1,01,1,202106,03,0000566853,3
1,1,01,1,202106,03,0000600024,3
1,1,01,1,202106,03,0000609517,3
1,1,01,1,202106,03,0000656980,3
1,1,01,1,202106,03,0000751031,3
1,1,01,1,202106,03,0000752460,3
1,1,01,1,202106,03,0000752460,3
1,1,01,1,202106,03,0000767042,3
1,1,01,1,202106,03,0000767042,3
1,1,01,1,202106,03,0000767042,3
1,1,01,1,202106,03,0000947388,3
1,1,01,1,202106,03,0000947388,3
1,1,01,1,202106,03,0001474244,3
1,1,01,1,202106,03,0001474244,3
1,1,01,1,202106,03,0001505470,3
1,1,01,1,202106,03,0001505470,3
1,1,01,1,202106,03,0001664427,3
1,1,01,1,202106,03,0001854341,3
1,1,01,1,202106,03,0001854341,3
1,1,01,1,202106,03,0001854341,3
1,1,01,1,202106,04,0000543333,3
1,1,01,1,202106,04,0000576508,3
1,1,01,1,202106,04,0000604152,3
1,1,01,1,202106,04,0000621350,3
1,1,01,1,202106,04,0000775603,3
1,1,01,1,202106,04,0001063400,3
1,1,01,1,202106,04,0001670793,3
1,1,01,1,202106,04,0001718889,3
1,1,01,1,202106,04,0002017807,3
1,1,01,1,202106,05,0000125099,3
1,1,01,1,202106,05,0000469385,3
1,1,01,1,202106,05,0000579155,3
1,1,01,1,202106,05,0000607557,3
1,1,01,1,202106,05,0000788638,3
1,1,01,1,202106,05,0001081951,3
1,1,01,1,202106,05,0001656010,3
1,1,01,1,202106,05,0001820121,3
1,1,01,1,202106,06,0000520615,3
1,1,01,1,202106,06,0000721487,3
1,1,01,1,202106,06,0000797482,3
1,1,01,1,202106,06,0001265789,3
1,1,01,1,202106,07,0000596137,3
1,1,01,1,202106,07,0000700182,3
1,1,01,1,202106,07,0000711065,3
1,1,01,1,202106,07,0000779900,3
1,1,01,1,202106,07,0000844333,3
1,1,01,1,202106,07,0001533734,3
1,1,01,1,202106,08,0000158808,3
1,1,01,1,202106,08,0000536602,3
1,1,01,1,202106,09,0000900671,3
1,1,01,1,202106,09,0001336316,3
1,1,01,1,202106,09,0001336316,3
1,1,01,1,202106,09,0001607723,3
1,1,01,1,202106,10,0000348576,3
1,1,01,1,202106,10,0000392422,3
1,1,01,1,202106,10,0000700973,3
1,1,01,1,202106,10,0001241300,3
1,1,01,1,202106,10,0001457955,3
1,1,01,1,202106,11,0000329204,3
1,1,01,1,202106,11,0000403158,3
1,1,01,1,202106,11,0000504263,3
1,1,01,1,202106,11,0001153272,3
1,1,01,1,202106,11,0001209216,3
1,1,01,1,202107,02,0000487537,3
1,1,01,1,202107,02,0000556961,3
1,1,01,1,202107,02,0000578986,3
1,1,01,1,202107,02,0000589993,3
1,1,01,1,202107,02,0000705324,3
1,1,01,1,202107,02,0001346326,3
1,1,01,1,202107,02,0001491133,3
1,1,01,1,202107,02,0001491133,3
1,1,01,1,202107,02,0001686540,3
1,1,01,1,202107,03,0000323737,3
1,1,01,1,202107,03,0000457689,3
1,1,01,1,202107,03,0000457689,3
1,1,01,1,202107,03,0000538276,3
1,1,01,1,202107,03,0000571103,3
1,1,01,1,202107,03,0000571103,3
1,1,01,1,202107,03,0000571103,3
1,1,01,1,202107,03,0000581033,3
1,1,01,1,202107,03,0000583929,3
1,1,01,1,202107,03,0000609137,3
1,1,01,1,202107,03,0000613839,3
1,1,01,1,202107,03,0000755006,3
1,1,01,1,202107,03,0000772485,3
1,1,01,1,202107,03,0000772485,3
1,1,01,1,202107,03,0000791752,3
1,1,01,1,202107,03,0000791752,3
1,1,01,1,202107,03,0000797458,3
1,1,01,1,202107,03,0000797458,3
1,1,01,1,202107,03,0000896295,3
1,1,01,1,202107,03,0000896295,3
1,1,01,1,202107,03,0000896295,3
1,1,01,1,202107,03,0001323978,3
1,1,01,1,202107,03,0001323978,3
1,1,01,1,202107,03,0001480203,3
1,1,01,1,202107,03,0001480203,3
1,1,01,1,202107,03,0001480203,3
1,1,01,1,202107,03,0001658899,3
1,1,01,1,202107,03,0001795050,3
1,1,01,1,202107,03,0001795050,3
1,1,01,1,202107,03,0001795050,3
1,1,01,1,202107,03,0001795050,3
1,1,01,1,202107,03,0001795050,3
1,1,01,1,202107,04,0000537993,3
1,1,01,1,202107,04,0000576670,3
1,1,01,1,202107,04,0000623528,3
1,1,01,1,202107,04,0000657970,3
1,1,01,1,202107,04,0000980057,3
1,1,01,1,202107,04,0001486975,3
1,1,01,1,202107,04,0001676284,3
1,1,01,1,202107,04,0001969610,3
1,1,01,1,202107,05,0000139988,3
1,1,01,1,202107,05,0000576061,3
1,1,01,1,202107,05,0000596717,3
1,1,01,1,202107,05,0000657287,3
1,1,01,1,202107,05,0000723335,3
1,1,01,1,202107,05,0000808408,3
1,1,01,1,202107,05,0001691861,3
1,1,01,1,202107,05,0001829581,3
1,1,01,1,202107,06,0000752723,3
1,1,01,1,202107,06,0001189843,3
1,1,01,1,202107,07,0000593782,3
1,1,01,1,202107,07,0000667087,3
1,1,01,1,202107,07,0000767771,3
1,1,01,1,202107,07,0000842385,3
1,1,01,1,202107,07,0001544773,3
1,1,01,1,202107,08,0000523952,3
1,1,01,1,202107,09,0000893294,3
1,1,01,1,202107,09,0001353744,3
1,1,01,1,202107,09,0001353744,3
1,1,01,1,202107,10,0000349557,3
1,1,01,1,202107,10,0000349557,3
1,1,01,1,202107,10,0000518905,3
1,1,01,1,202107,10,0000707686,3
1,1,01,1,202107,10,0000788757,3
1,1,01,1,202107,10,0001197898,3
1,1,01,1,202107,10,0001469384,3
1,1,01,1,202107,11,0000307724,3
1,1,01,1,202107,11,0000488853,3
1,1,01,1,202107,11,0001121774,3
1,1,01,1,202108,02,0000089923,3
1,1,01,1,202108,02,0000442733,3
1,1,01,1,202108,02,0000445107,3
1,1,01,1,202108,02,0000578154,3
1,1,01,1,202108,02,0000708299,3
1,1,01,1,202108,02,0000708821,3
1,1,01,1,202108,02,0001380709,3
1,1,01,1,202108,02,0001497501,3
1,1,01,1,202108,02,0001728022,3
1,1,01,1,202108,03,0000486389,3
1,1,01,1,202108,03,0000486389,3
1,1,01,1,202108,03,0000502801,3
1,1,01,1,202108,03,0000580110,3
1,1,01,1,202108,03,0000584850,3
1,1,01,1,202108,03,0000584850,3
1,1,01,1,202108,03,0000609665,3
1,1,01,1,202108,03,0000658760,3
1,1,01,1,202108,03,0000678547,3
1,1,01,1,202108,03,0000678547,3
1,1,01,1,202108,03,0000678547,3
1,1,01,1,202108,03,0000754549,3
1,1,01,1,202108,03,0000754549,3
1,1,01,1,202108,03,0000800510,3
1,1,01,1,202108,03,0000800510,3
1,1,01,1,202108,03,0000817034,3
1,1,01,1,202108,03,0000817034,3
1,1,01,1,202108,03,0000817034,3
1,1,01,1,202108,03,0000817034,3
1,1,01,1,202108,03,0000894403,3
1,1,01,1,202108,03,0000894403,3
1,1,01,1,202108,03,0000894403,3
1,1,01,1,202108,03,0001201460,3
1,1,01,1,202108,03,0001201460,3
1,1,01,1,202108,03,0001487589,3
1,1,01,1,202108,03,0001487589,3
1,1,01,1,202108,03,0001703703,3
1,1,01,1,202108,03,0001864639,3
1,1,01,1,202108,03,0001877486,3
1,1,01,1,202108,03,0001877486,3
1,1,01,1,202108,03,0001877486,3
1,1,01,1,202108,03,0001877486,3
1,1,01,1,202108,04,0000513982,3
1,1,01,1,202108,04,0000574448,3
1,1,01,1,202108,04,0000592724,3
1,1,01,1,202108,04,0000657763,3
1,1,01,1,202108,04,0000863493,3
1,1,01,1,202108,04,0001011237,3
1,1,01,1,202108,04,0001022574,3
1,1,01,1,202108,04,0001468037,3
1,1,01,1,202108,04,0001735541,3
1,1,01,1,202108,04,0001735541,3
1,1,01,1,202108,04,0002156074,3
1,1,01,1,202108,05,0000463897,3
1,1,01,1,202108,05,0000560724,3
1,1,01,1,202108,05,0000600798,3
1,1,01,1,202108,05,0000670850,3
1,1,01,1,202108,05,0000698500,3
1,1,01,1,202108,05,0000849666,3
1,1,01,1,202108,05,0000999570,3
1,1,01,1,202108,05,0001769872,3
1,1,01,1,202108,05,0001860970,3
1,1,01,1,202108,05,0001921654,3
1,1,01,1,202108,06,0000793819,3
1,1,01,1,202108,06,0001122835,3
1,1,01,1,202108,07,0000582253,3
1,1,01,1,202108,07,0000718373,3
1,1,01,1,202108,07,0000784219,3
1,1,01,1,202108,07,0001585946,3
1,1,01,1,202108,09,0001322702,3
1,1,01,1,202108,09,0001322702,3
1,1,01,1,202108,09,0001570105,3
1,1,01,1,202108,10,0000509830,3
1,1,01,1,202108,10,0000714524,3
1,1,01,1,202108,11,0000496291,3
1,1,01,1,202108,11,0000626929,3
1,1,01,1,202108,11,0001102101,3
1,1,01,1,202108,11,0001130623,3
1,1,01,1,202109,02,0000470402,3
1,1,01,1,202109,02,0000475928,3
1,1,01,1,202109,02,0000564320,3
1,1,01,1,202109,02,0000743318,3
1,1,01,1,202109,02,0000743318,3
1,1,01,1,202109,02,0000830503,3
1,1,01,1,202109,02,0001160731,3
1,1,01,1,202109,02,0001455090,3
1,1,01,1,202109,02,0001490661,3
1,1,01,1,202109,02,0001490661,3
1,1,01,1,202109,02,0001780780,3
1,1,01,1,202109,03,0000519027,3
1,1,01,1,202109,03,0000519027,3
1,1,01,1,202109,03,0000592952,3
1,1,01,1,202109,03,0000592952,3
1,1,01,1,202109,03,0000597591,3
1,1,01,1,202109,03,0000658193,3
1,1,01,1,202109,03,0000658193,3
1,1,01,1,202109,03,0000658193,3
1,1,01,1,202109,03,0000658193,3
1,1,01,1,202109,03,0000674032,3
1,1,01,1,202109,03,0000690304,3
1,1,01,1,202109,03,0000737460,3
1,1,01,1,202109,03,0000745638,3
1,1,01,1,202109,03,0000759866,3
1,1,01,1,202109,03,0000759866,3
1,1,01,1,202109,03,0000817219,3
1,1,01,1,202109,03,0000817219,3
1,1,01,1,202109,03,0000817219,3
1,1,01,1,202109,03,0000911617,3
1,1,01,1,202109,03,0000911617,3
1,1,01,1,202109,03,0000911617,3
1,1,01,1,202109,03,0001174950,3
1,1,01,1,202109,03,0001237583,3
1,1,01,1,202109,03,0001462733,3
1,1,01,1,202109,03,0001462733,3
1,1,01,1,202109,03,0001678811,3
1,1,01,1,202109,03,0001893339,3
1,1,01,1,202109,03,0001893339,3
1,1,01,1,202109,03,0001893339,3
1,1,01,1,202109,03,0001893339,3
1,1,01,1,202109,03,0001911055,3
1,1,01,1,202109,04,0000534101,3
1,1,01,1,202109,04,0000539463,3
1,1,01,1,202109,04,0000586538,3
1,1,01,1,202109,04,0000974241,3
1,1,01,1,202109,04,0001643594,3
1,1,01,1,202109,04,0001643594,3
1,1,01,1,202109,05,0000563694,3
1,1,01,1,202109,05,0000597378,3
1,1,01,1,202109,05,0000646351,3
1,1,01,1,202109,05,0000695832,3
1,1,01,1,202109,05,0000888215,3
1,1,01,1,202109,05,0001278469,3
